shape_id,pt_lan,pt_lon,pt_sequence,shape_dist_traveled
2,30.61276544,-96.34550073,19,4488.79
20,30.62419701,-96.33580722,17,3457.94
11,30.64651568,-96.28908448,5,1378.02
25,30.59185091,-96.32947855,12,2931.56
12,30.62021259,-96.33756273,7,1787.48
17,30.60977209,-96.35301091,12,2303.9
3,30.62248308,-96.33753725,25,4158.92
22,30.60504872,-96.3115158,8,3061.51
24,30.61160538,-96.32406585,30,8530.91
14,30.62648226,-96.30979516,7,4541.11
9,30.61582584,-96.35268234,11,1773.84
24,30.60619805,-96.31344028,7,2837.48
4,30.61122987,-96.35096707,1,46.64
9,30.61191115,-96.3493725,9,1234.8
6,30.62022064,-96.31996744,3,2051.01
22,30.61473954,-96.32789068,2,1114.35
27,30.60462627,-96.33907952,14,4788.99
16,30.59924308,-96.35258847,30,5968.86
19,30.58728445,-96.333007,7,3298.67
16,30.61143372,-96.34735682,22,4178.67
2,30.61258171,-96.34823524,21,4861.12
22,30.6064314,-96.31570675,26,7496.55
14,30.61911825,-96.31851502,11,5709.7
26,30.60578633,-96.34288826,7,1507.2
8,30.61970163,-96.33505352,10,1703.12
20,30.62541071,-96.33733608,16,3259.04
3,30.6218018,-96.33829363,2,209.57
22,30.60892183,-96.33440309,1,216.68
10,30.59918675,-96.35277354,16,2825.53
23,30.60466517,-96.34193875,7,1996.58
25,30.60462627,-96.33907952,14,4788.99
3,30.62151212,-96.33913048,4,297.67
22,30.61573611,-96.30389167,18,5754.97
8,30.62013749,-96.33769818,8,1429.19
16,30.60120378,-96.35825866,0,0
10,30.60534108,-96.35019057,29,5185.22
16,30.60332674,-96.35282048,6,1229.49
22,30.61728898,-96.2980149,15,4937.67
20,30.61860595,-96.33459487,6,922.63
24,30.61271582,-96.30549156,21,6258.03
6,30.61730374,-96.31637596,4,2523.25
10,30.61023343,-96.3463349,8,1190.03
23,30.61249185,-96.34527006,13,3263.51
16,30.60834516,-96.34593793,8,2092.28
11,30.61504129,-96.31904208,23,11523.38
12,30.6124999,-96.34315111,28,4139.2
18,30.61149407,-96.34723209,15,2733.95
1,30.64631317,-96.28915824,28,16235.36
25,30.60764108,-96.33266099,2,381.61
22,30.61040778,-96.33587026,0,0
20,30.62186483,-96.3384264,1,219.63
5,30.6128164,-96.34427362,13,1958.79
5,30.61252404,-96.34281718,14,2101.81
5,30.61264742,-96.34249665,15,2135.39
5,30.61352987,-96.34132855,16,2284.03
5,30.61594386,-96.34336301,17,2615.4
5,30.61483744,-96.34488248,18,2805.74
5,30.61349366,-96.34487711,19,2955.06
5,30.6126662,-96.34562545,21,3072.17
5,30.61314631,-96.34526872,20,3008.84
5,30.61146457,-96.347216,22,3274.57
5,30.61256561,-96.34821781,23,3429.97
5,30.61195005,-96.34934702,24,3557.8
5,30.61382357,-96.35084369,27,3812.11
5,30.61296929,-96.35028579,7,1186.91
18,30.61486829,-96.34490528,12,2261.15
5,30.61230812,-96.34992906,8,1267.91
5,30.61132375,-96.35815539,0,0
5,30.61249051,-96.34983652,25,3633.95
5,30.61102737,-96.35871731,1,63.03
5,30.61311144,-96.35016509,26,3709.77
5,30.6102911,-96.35801189,2,169.07
5,30.60977477,-96.35538199,28,4437.24
5,30.6098767,-96.35723673,3,256.34
5,30.6076679,-96.35783621,29,4768.75
5,30.61075512,-96.35626175,4,391.33
5,30.60888428,-96.35930606,30,4963.76
5,30.60992632,-96.35520362,5,528.16
5,30.60907069,-96.3600316,31,5036.17
5,30.61352316,-96.35091477,6,1100.85
5,30.60971308,-96.36008926,32,5107.76
5,30.61181594,-96.34949186,9,1336.75
5,30.61053518,-96.35911026,33,5238.57
5,30.61237249,-96.34829425,10,1466.91
5,30.61132375,-96.35815539,34,5365.13
5,30.61127145,-96.34727099,11,1623.58
28,30.6098834,-96.35727831,20,3477.12
7,30.61427284,-96.34500988,19,9761.66
7,30.61299074,-96.34469875,10,8806.78
13,30.61266217,-96.34386726,25,18853.16
28,30.61264742,-96.34249665,0,0
28,30.61077658,-96.3562242,21,3618.59
28,30.61356205,-96.34135806,1,148.95
28,30.60993705,-96.35516339,22,3756.41
28,30.61594654,-96.34339117,2,477.6
28,30.61077658,-96.35417365,23,3889.31
28,30.61489511,-96.34488382,3,662.06
28,30.60980696,-96.35304981,24,4041.5
28,30.61347086,-96.34485968,4,820.34
28,30.60947303,-96.35376461,25,4119.28
28,30.61291564,-96.34537735,5,899.44
28,30.60924638,-96.35363185,26,4147.48
28,30.611482,-96.34724551,6,1138.81
28,30.6098016,-96.35295861,27,4236.65
28,30.61258305,-96.34823256,7,1293.34
28,30.61012346,-96.35329657,28,4284.86
28,30.61193798,-96.34936445,8,1423.17
28,30.6108262,-96.35412135,29,4395.85
28,30.61253343,-96.34984859,9,1503.93
28,30.61349232,-96.35087319,30,4825.11
28,30.613841,-96.3508276,11,1677.52
28,30.61276544,-96.35016509,31,4930.51
28,30.61318923,-96.35024019,10,1585.86
28,30.6118213,-96.34953745,32,5051.38
28,30.60766119,-96.35784291,12,2637.56
28,30.61192188,-96.34898894,33,5105.01
28,30.60891781,-96.35927119,13,2832.9
28,30.61239663,-96.3482862,34,5190.45
28,30.60908008,-96.36004367,14,2908.95
28,30.61127547,-96.34725623,35,5349.27
28,30.60976136,-96.36005976,15,2984.67
28,30.61255354,-96.34513058,36,5597.25
28,30.61043326,-96.35916122,16,3098.51
28,30.61280031,-96.34429508,37,5681.73
28,30.61132375,-96.35815539,17,3236.51
28,30.61256293,-96.34336837,38,5774.2
28,30.61109442,-96.35862612,18,3288.24
28,30.61264742,-96.34249665,39,5858.09
28,30.61025221,-96.35790595,19,3404.44
29,30.62180851,-96.35803201,15,2643.32
30,30.60488645,-96.34884947,24,3974.46
31,30.61685447,-96.34251945,9,1669.15
32,30.6102911,-96.34622358,4,876.19
33,30.5967,-96.3842,19,7770.25
34,30.60445193,-96.35919206,23,3609.18
35,30.58988888,-96.34654143,23,6306.32
36,30.62407229,-96.31282471,3,858.9
29,30.61250795,-96.34582259,6,795.63
32,30.60833979,-96.34592988,38,6445.95
37,30.61347086,-96.34496295,3,348.38
38,30.61239529,-96.34831839,22,4076.79
32,30.60070086,-96.35737219,17,3172.04
34,30.60183007,-96.35284462,34,5073.7
35,30.588833,-96.33375,18,4284.63
33,30.6094,-96.3538,47,16122.36
37,30.5758341,-96.31675952,32,8381.88
32,30.61025221,-96.34606399,41,6784.25
39,30.61253209,-96.34311356,31,7196.85
38,30.6063,-96.3561,16,2558.6
29,30.6218,-96.3576,14,2602
40,30.6631789,-96.35252678,28,10156.26
32,30.60504872,-96.34749629,34,5977.34
40,30.64246956,-96.33206554,18,6063.19
41,30.61776105,-96.34331875,23,5186.35
39,30.62254745,-96.34070091,16,4064.43
30,30.61349232,-96.34486236,6,698.94
29,30.61353523,-96.34131112,28,4987.77
32,30.60833979,-96.3461686,7,1231.45
42,30.61444584,-96.34259187,0,0
43,30.61580572,-96.35272124,1,280.94
37,30.61276544,-96.34547927,4,441.02
38,30.6076384,-96.35773697,18,2774.55
44,30.61341721,-96.3511052,32,4792.45
44,30.60909349,-96.36003964,15,2628.67
34,30.59837404,-96.35542624,17,2807.3
40,30.65497939,-96.33672052,43,13421.35
34,30.6011327,-96.35239937,33,4985.28
29,30.61352584,-96.34489589,5,651.94
40,30.63969482,-96.3260118,15,5387.66
33,30.59554566,-96.38621264,33,10159.41
33,30.60499105,-96.37552135,39,11664.8
39,30.62868971,-96.3420219,10,2285.11
44,30.6119192,-96.34934836,8,1144.49
42,30.61593715,-96.34341665,2,215.24
32,30.60562674,-96.34978824,32,5682.52
42,30.61988,-96.34565764,12,1923.45
33,30.60923431,-96.37313821,12,5980.2
41,30.61288346,-96.34436213,41,9606.91
33,30.60414616,-96.3767136,15,6654.52
31,30.60583193,-96.34974398,21,4252.28
39,30.61164562,-96.34662323,29,6821.01
37,30.5688161,-96.32511862,39,9880.85
34,30.61381686,-96.34148144,0,0
33,30.6153,-96.3662,42,13137.51
41,30.6067,-96.3566,34,7639.55
36,30.61464835,-96.3391734,13,4520.89
45,30.61950449,-96.34678819,27,7452.18
38,30.61247576,-96.34301566,28,4703.24
37,30.6097332,-96.34669968,54,15674.13
35,30.60923431,-96.34705909,32,9183.31
34,30.60710061,-96.34771892,44,6187.97
46,30.61271045,-96.34240948,34,10076.42
37,30.61137203,-96.34732463,5,675.79
34,30.60562674,-96.34978824,38,5632.42
41,30.61029781,-96.35359429,27,6759.08
44,30.6090318,-96.35951259,14,2577.8
33,30.6093188,-96.37294509,41,12211.32
40,30.6125455,-96.3428212,64,21280.16
34,30.59811789,-96.3551996,27,4452.89
30,30.61367068,-96.34135001,1,62.1
36,30.62057603,-96.32063128,7,1912.31
31,30.6098539,-96.34690621,18,3595.23
34,30.59905264,-96.35264479,30,4723.65
46,30.58814008,-96.3485732,19,6114.41
41,30.612021,-96.348749,38,9055.02
33,30.60966615,-96.35283657,7,2113.72
37,30.56898642,-96.32450574,30,7319.69
40,30.62451351,-96.33088671,56,18345.44
35,30.58636714,-96.34423473,20,5565.78
42,30.62703479,-96.35515936,17,3232.59
37,30.56981254,-96.32361122,37,9695.62
37,30.60837064,-96.34591647,52,15465.91
38,30.6158017,-96.34321012,1,166.7
29,30.61128352,-96.34725355,24,4329.71
39,30.62678535,-96.34313636,9,2048.18
31,30.60830224,-96.34614044,20,3811.68
32,30.60938183,-96.34766661,6,1047.24
44,30.60895804,-96.36003026,19,2883.22
33,30.602806,-96.379201,17,6935.23
32,30.60467455,-96.3589386,22,3648.27
37,30.60195345,-96.34600767,50,14475.33
44,30.613,-96.342,40,5915.6
38,30.61363045,-96.34136342,29,4906.78
44,30.61141897,-96.35812723,24,3263.57
40,30.64107884,-96.32945709,46,15183.04
32,30.60183007,-96.35284462,30,5120.8
33,30.60966749,-96.35292106,46,16033.2
45,30.63314352,-96.35417499,22,5605.01
39,30.61640654,-96.34299554,2,345.3
35,30.6097332,-96.34669968,33,9248.54
40,30.6383564,-96.32140778,50,16279.89
31,30.61909545,-96.34460755,11,1988.42
44,30.61349366,-96.34486639,4,539.61
40,30.61357144,-96.34127088,1,122.11
33,30.61643738,-96.34360977,54,17769.08
39,30.63065711,-96.33827352,14,2813.73
46,30.59912775,-96.3442468,24,7774.02
35,30.58816287,-96.34856113,22,6034.09
46,30.60836259,-96.34597548,27,9127.41
31,30.61586741,-96.34854638,12,2508.56
47,30.61779592,-96.35453307,0,0
40,30.637668,-96.326335,49,15802.64
34,30.60336161,-96.35278829,37,5250.74
40,30.63498486,-96.3193626,10,4371.25
42,30.62488098,-96.3524852,16,2882.36
45,30.6133515,-96.34147741,0,0
45,30.6133515,-96.34147741,39,8969.98
32,30.6056777,-96.3473367,35,6048.88
42,30.62609334,-96.35584064,18,3355.83
46,30.58727909,-96.34721198,18,5952.83
45,30.61683033,-96.34251811,4,475.48
33,30.59664938,-96.390244,30,9711.38
34,30.61267558,-96.34396248,51,7218.53
41,30.62021125,-96.33752786,6,1003.59
46,30.61478648,-96.34236523,2,309.57
37,30.61279092,-96.34423204,58,16235.84
31,30.6202032,-96.33782961,6,1086.19
34,30.60217071,-96.35311686,12,2160.6
36,30.62155906,-96.31565042,4,1247.49
38,30.6074,-96.3549,15,2390.93
29,30.61978612,-96.35637172,17,2918.96
32,30.60256634,-96.35822513,24,3915.3
48,30.61580572,-96.35272124,1,280.94
39,30.62983234,-96.33913316,13,2690.62
42,30.62511567,-96.35681026,19,3498.65
40,30.65573443,-96.33773707,42,13292.97
32,30.6146564,-96.34228074,1,120.61
40,30.61284188,-96.34222575,0,0
29,30.61256293,-96.34822719,8,1123.87
45,30.61917189,-96.34644621,28,7501.53
34,30.60954008,-96.34697728,46,6575.11
37,30.61253745,-96.3427166,59,16383.48
32,30.6131852,-96.34468936,2,403.07
45,30.61586205,-96.34323828,2,341.89
44,30.61263669,-96.34568446,5,662.85
29,30.61580572,-96.35272124,19,3482.43
40,30.61643738,-96.34315916,60,20656.19
31,30.61905656,-96.33931824,7,1277.24
45,30.63109431,-96.35456257,23,5835.71
37,30.60065392,-96.34557181,49,14325.03
40,30.66055168,-96.3565179,25,9566.03
45,30.62840674,-96.35973253,15,2963.29
37,30.614761,-96.34236925,1,53.44
37,30.61025355,-96.3463349,6,832.01
30,30.60695309,-96.34810649,13,1751.28
36,30.6117529,-96.3315291,9,3356.32
41,30.62122244,-96.33838617,7,1142.74
34,30.60695309,-96.34810649,8,1411.59
45,30.63799966,-96.36171602,19,4393.33
29,30.6121311,-96.34953075,10,1276.5
40,30.64662967,-96.33365609,44,14394.32
31,30.61776105,-96.34331875,10,1795.61
44,30.61341051,-96.35061838,33,4839.01
29,30.61353523,-96.34131112,0,0
37,30.581,-96.336,26,4859.87
31,30.611991,-96.347955,16,3280.07
37,30.56901592,-96.32453256,38,9820.54
34,30.60258109,-96.35822915,24,3836.55
41,30.61894927,-96.33940273,4,775.95
35,30.58694113,-96.34670772,21,5810.79
44,30.61258037,-96.34821915,7,1013.88
31,30.60724009,-96.34752177,26,4887.58
33,30.604122,-96.376353,38,11539.69
33,30.600434,-96.380316,35,10956.06
45,30.61357949,-96.34132587,1,29.19
32,30.60527,-96.35055401,10,1772.11
40,30.64237032,-96.33213662,45,14889.41
41,30.61127681,-96.34725489,40,9277.66
37,30.60583327,-96.34951063,51,15021.33
44,30.60907472,-96.36073836,16,2695.53
30,30.60939927,-96.34712883,28,4719.2
33,30.59594128,-96.38809287,32,9974.27
39,30.61894927,-96.33940273,4,790.18
31,30.60423467,-96.34828084,22,4478.3
45,30.61254818,-96.3426938,38,8823.35
40,30.66156689,-96.35775977,38,11226.01
42,30.61465908,-96.34229281,1,37.14
35,30.59395242,-96.33931421,16,3505.34
39,30.61402474,-96.34167724,33,7462.07
40,30.63981149,-96.32218831,14,5021.88
29,30.61516602,-96.35205873,11,1691.44
42,30.61480526,-96.34490125,3,404.91
32,30.59830699,-96.35437079,15,2759.5
33,30.60299683,-96.37888082,16,6897.98
34,30.60527,-96.35055401,9,1711.21
42,30.61310608,-96.34480469,4,593.95
30,30.61568636,-96.34386056,4,414
40,30.65505717,-96.33663603,20,7528.7
44,30.6135178,-96.34419047,3,474.91
32,30.59956495,-96.35706507,26,4281.67
37,30.58886159,-96.33802005,18,3899.66
42,30.61249051,-96.3427166,5,805.03
42,30.6351069,-96.35463767,26,6394.62
37,30.57241428,-96.32059642,36,9287.23
42,30.61356205,-96.34132319,7,985
32,30.60255963,-96.3578295,19,3383.17
44,30.61187763,-96.34892457,35,5100.41
30,30.61025221,-96.34634294,9,1189.74
32,30.60217071,-96.35311686,12,2213.74
42,30.6133515,-96.34147741,6,957.34
34,30.60450021,-96.34854235,40,5820.92
34,30.6097332,-96.34669968,47,6609.25
32,30.60729373,-96.3476465,8,1414.45
34,30.61255354,-96.3428735,52,7323.55
32,30.61381686,-96.34148144,0,0
32,30.59862751,-96.35570117,16,2891.64
31,30.6152,-96.3374,2,173.37
42,30.61636899,-96.34310149,9,1385.43
39,30.61913166,-96.34461694,23,5350.44
39,30.62019113,-96.33760162,6,1011.01
37,30.5817,-96.3364,25,4773.18
42,30.61620805,-96.34348639,8,1344.51
39,30.6207,-96.3383,17,4372.41
40,30.64666052,-96.3334898,19,6548.39
33,30.5958,-96.3862,20,7986.11
35,30.6098539,-96.34690621,8,1154.73
42,30.62738616,-96.35502525,30,7262.99
35,30.6102616,-96.34632148,7,1082.76
45,30.63293699,-96.36386984,17,3603.64
42,30.62495608,-96.3567137,31,7577.6
32,30.60695309,-96.34810649,9,1472.49
31,30.60944755,-96.34720527,19,3648.68
46,30.60582254,-96.34961926,26,8678.96
42,30.61252806,-96.34561606,32,9319.26
40,30.62442634,-96.33089476,7,2759.99
35,30.59519965,-96.34066202,26,7121.54
40,30.65883104,-96.35239401,23,9114.44
46,30.59896413,-96.34425618,11,2744.13
33,30.61643738,-96.34360977,0,0
40,30.6633,-96.3517,30,10238.33
40,30.6636,-96.3523,35,10471.85
46,30.61141495,-96.34740778,3,920.23
40,30.61323751,-96.34476312,63,21079.16
31,30.614226,-96.338704,29,6103.92
37,30.59976209,-96.34495758,48,14209.82
35,30.59912775,-96.3442468,27,7676.6
34,30.60435001,-96.35855102,22,3546.83
42,30.61444584,-96.34259187,33,9678.5
30,30.6132,-96.3417,0,0
46,30.6135473,-96.34132185,1,139.52
46,30.59395242,-96.33931421,13,3477.15
44,30.61127547,-96.3472616,37,5344.03
38,30.6121311,-96.34953075,11,1169.03
33,30.6155375,-96.36593648,11,4997.9
34,30.60157124,-96.35759481,20,3223.16
41,30.60934294,-96.35252543,31,7079.22
37,30.5839,-96.337,23,4520.19
49,30.61580572,-96.35272124,1,280.94
34,30.61064113,-96.34557047,48,6757.04
45,30.61264206,-96.34393432,37,8704.26
33,30.594795,-96.391031,25,8511.49
40,30.61574403,-96.34375059,61,20751.77
34,30.6135406,-96.3413433,54,7509.27
40,30.6636,-96.3515,32,10282.66
42,30.6397498,-96.35819831,25,5776.51
29,30.61238322,-96.34829023,23,4172.35
46,30.58712754,-96.33291848,16,4551.49
34,30.59851084,-96.35406368,16,2676.09
35,30.59137884,-96.33637317,17,3906.49
34,30.60346756,-96.35291167,10,2012.81
39,30.62018979,-96.33779474,18,4446.9
34,30.61071623,-96.34588026,4,822.07
37,30.58419455,-96.33744337,22,4466.62
30,30.60834248,-96.34589099,27,4552.45
42,30.63462947,-96.36568301,23,4855
42,30.62703211,-96.35845043,20,3763.12
35,30.61263535,-96.34375327,38,9865.08
40,30.63775424,-96.32842713,48,15602.39
30,30.61229471,-96.34557181,32,5189.29
29,30.61251063,-96.34299823,27,4790.3
34,30.6056777,-96.3473367,42,5999.41
30,30.60393292,-96.34558522,17,2552.84
30,30.61283518,-96.34433665,33,5321.8
37,30.59290234,-96.33797311,46,13195.83
30,30.6125294,-96.34582528,7,840.11
33,30.61684105,-96.34248324,1,116.69
38,30.6150708,-96.34472289,3,353.69
41,30.6074,-96.3549,32,7392.57
42,30.63339967,-96.3542112,28,6590.2
39,30.62995974,-96.3411408,11,2449.47
42,30.61952997,-96.34675064,14,2073.43
38,30.6128392,-96.34432324,26,4571.54
44,30.61310608,-96.35016911,10,1298.15
34,30.61324824,-96.34473093,2,415.8
37,30.58451105,-96.33175575,40,11736.87
48,30.61779592,-96.35453307,0,0
44,30.61382759,-96.35085174,11,1401.54
41,30.61782408,-96.34111666,21,4886.09
41,30.61591301,-96.34337508,1,265.31
41,30.62568698,-96.34417974,9,1887.81
35,30.61353389,-96.34421595,3,529.46
32,30.60446668,-96.34855174,33,5857.45
29,30.61149139,-96.34722807,7,971.2
46,30.5952895,-96.34054266,23,7219.56
36,30.61346952,-96.33838483,11,4361.4
44,30.60906131,-96.36002891,29,3610.78
29,30.61227325,-96.34561338,25,4521.28
35,30.60577694,-96.34960451,30,8584.46
29,30.61779592,-96.35453307,18,3201.49
38,30.6094,-96.3526,14,2078.24
40,30.65778498,-96.34901576,40,12181.94
29,30.61436269,-96.35142573,20,3685.06
36,30.60918737,-96.33434274,10,3748.34
41,30.60621414,-96.35615178,33,7570.61
44,30.61283249,-96.34431117,38,5675.01
34,30.60049031,-96.35215127,13,2368.92
34,30.6147543,-96.34235047,1,133.26
37,30.5834,-96.337,24,4575.75
45,30.634575,-96.354625,21,5440.23
42,30.61679546,-96.34246044,10,1462.91
33,30.61371896,-96.35075383,9,2752.03
40,30.62024344,-96.34353333,58,20053.21
30,30.61135594,-96.34706982,31,5012.07
32,30.61251867,-96.34282791,44,7427.14
40,30.61636899,-96.34310149,3,497.64
39,30.61241407,-96.3482795,27,6587.66
32,30.60724009,-96.34753116,37,6250.03
37,30.59169534,-96.33885555,16,3572.04
33,30.59750903,-96.39572241,28,9141.6
44,30.6113,-96.358,23,3245.6
40,30.63990671,-96.32817366,47,15361.98
29,30.62115941,-96.35759615,16,2726.62
40,30.66248689,-96.35451563,26,9853.9
34,30.60531828,-96.34748154,41,5957.14
32,30.6097332,-96.34669968,40,6700.45
46,30.59196625,-96.34420522,21,6710.54
30,30.60392622,-96.34571665,22,3537.31
44,30.61178107,-96.34938457,34,5055.13
46,30.60831565,-96.34620347,7,1371.84
49,30.61779592,-96.35453307,0,0
30,30.60834248,-96.34617799,12,1510.75
37,30.61352584,-96.34423741,2,278.73
36,30.61376858,-96.33834191,12,4394.88
46,30.6029043,-96.34724953,9,2219.21
34,30.59856985,-96.35627516,26,4338.41
42,30.62840674,-96.35973253,21,3958.98
41,30.61084766,-96.35418036,26,6676.17
41,30.61402474,-96.34167724,0,0
35,30.61475698,-96.34234913,2,305.09
31,30.614226,-96.338704,0,0
31,30.61378736,-96.35083832,13,2827.09
33,30.61081145,-96.35424875,45,15853.53
39,30.61282311,-96.34430178,30,7078.71
29,30.61468858,-96.34232499,1,160.7
37,30.56877318,-96.32513606,29,7254.9
32,30.61135057,-96.34725892,3,722.36
29,30.61195139,-96.34883337,22,4101.63
35,30.60047824,-96.34579443,13,2551.08
41,30.63064773,-96.33828961,15,2816.56
41,30.6198344,-96.33806162,5,937.57
37,30.59529889,-96.34060704,47,13562.42
34,30.60291502,-96.35299214,36,5197.42
44,30.61256025,-96.34266027,39,5835.76
39,30.62572185,-96.34417438,8,1893.85
41,30.62678535,-96.34313636,10,2045.45
41,30.62259708,-96.34074115,17,4066.47
32,30.60360838,-96.35271855,11,2049.51
40,30.61284188,-96.34222575,65,21345.94
40,30.63668404,-96.31935187,52,16561
33,30.608202,-96.374403,13,6146.9
33,30.5951,-96.3907,24,8465.11
40,30.64114723,-96.32934042,17,5764.08
32,30.6037331,-96.35811784,20,3516.45
45,30.62194932,-96.34926923,9,1445.95
32,30.60120378,-96.35825866,25,4066.74
33,30.5954,-96.3904,23,8421.12
44,30.60984451,-96.36004635,27,3522.89
41,30.61772484,-96.34118237,3,558.06
40,30.65608446,-96.34324499,41,12765.03
41,30.63004557,-96.34115153,12,2454.5
39,30.6292503,-96.33981176,12,2599.01
36,30.62030647,-96.31709479,5,1443.58
44,30.61358083,-96.34137013,1,88.28
44,30.60848195,-96.35987603,18,2828.3
40,30.6643,-96.3517,33,10362.76
30,30.60574207,-96.34308138,21,3214.45
45,30.61708245,-96.34685524,30,7814.4
34,30.60083765,-96.35737219,19,3138.91
31,30.61782408,-96.34111666,8,1497.09
32,30.59811789,-96.3551996,27,4521.86
43,30.61779592,-96.35453307,0,0
39,30.61127145,-96.34723612,28,6749.15
38,30.61192591,-96.34925448,10,1134.13
37,30.5808,-96.3359,27,4884.07
45,30.61800379,-96.34774574,29,7681.23
31,30.6056777,-96.3473367,24,4676.79
36,30.627531,-96.30648531,0,0
39,30.61358485,-96.34133526,32,7403.26
41,30.62868971,-96.3420219,11,2282.38
39,30.61776105,-96.34331875,22,5153.95
38,30.61149139,-96.34722002,8,856.75
40,30.65933664,-96.35483348,39,11599.72
46,30.61280835,-96.3442991,32,9888.98
39,30.61905656,-96.33931824,19,4639.47
46,30.61139885,-96.34710737,31,9578.08
37,30.61136935,-96.34710737,56,15915.24
30,30.60299013,-96.34708591,23,3704.55
41,30.61383028,-96.35083967,25,6215.83
35,30.6020594,-96.34627723,29,8063.01
40,30.66343371,-96.35276952,36,10520.38
40,30.6318346,-96.32240959,9,3915.82
45,30.61643738,-96.34360977,33,8193.5
46,30.6098539,-96.34690621,5,1154.68
46,30.61023477,-96.34608143,30,9415.73
37,30.5756,-96.3198,34,8793.53
46,30.61253745,-96.34302103,33,10014.86
37,30.58993447,-96.33811661,17,3780.08
33,30.60967017,-96.35287278,5,1923.33
35,30.59896413,-96.34425618,15,2774.87
35,30.59392292,-96.34204202,25,6927.76
32,30.61131973,-96.34713285,42,6940.84
35,30.61221827,-96.34569519,36,9658.87
41,30.60969029,-96.35291704,28,6852.63
37,30.58433536,-96.33764722,21,4441.62
45,30.61320264,-96.34478056,36,8602.13
41,30.61362509,-96.3508048,36,8740.12
39,30.61782408,-96.34111666,20,4859.32
32,30.60435001,-96.35855102,21,3596.55
29,30.61470736,-96.34495356,4,520.53
32,30.61381686,-96.34148144,46,7636.24
44,30.6111,-96.3585,25,3313.84
37,30.61353523,-96.34130173,60,16558.41
34,30.61381686,-96.34148144,55,7542.69
45,30.6192309,-96.34636574,7,1035.42
46,30.58988888,-96.34654143,20,6389.25
46,30.6097332,-96.34669968,29,9334.48
37,30.58437157,-96.33547731,41,12093.22
39,30.62122244,-96.33838617,7,1147.98
34,30.60247112,-96.35305517,35,5147.73
33,30.59777725,-96.39537507,27,9096.97
42,30.634575,-96.354625,27,6453.74
34,30.59918675,-96.35277354,15,2531.63
41,30.62016565,-96.337666,19,4465.86
30,30.60574341,-96.34960987,25,4094.28
33,30.6177007,-96.34538003,52,17549.1
35,30.61282847,-96.34430715,37,9807.93
41,30.61177436,-96.34943419,37,8983.99
33,30.61081011,-96.35419645,4,1744.25
41,30.6094,-96.3538,29,6943.02
30,30.6132,-96.3417,35,5599.98
41,30.61910484,-96.34461023,24,5380.13
33,30.5961,-96.3894,22,8297.83
35,30.610252,-96.346064,34,9332.32
41,30.60763437,-96.35781475,35,7795.36
38,30.61349634,-96.34486773,5,533.75
37,30.5997232,-96.3450823,13,2401.69
30,30.61464969,-96.34229012,2,203.23
34,30.61299745,-96.3445633,50,7150.85
35,30.60583729,-96.34976812,11,1835.26
32,30.60445864,-96.35922157,23,3684.44
35,30.60202185,-96.34632148,12,2372.3
34,30.60571659,-96.34963938,39,5649.81
41,30.61402474,-96.34167724,44,10005.08
35,30.61134923,-96.34732061,6,928.69
46,30.60585339,-96.34979495,8,1810.98
39,30.61375249,-96.35090672,24,6198.42
36,30.6285328,-96.30742945,1,143.33
33,30.5962,-96.3882,21,8182.51
33,30.62232885,-96.35866367,10,3971.65
47,30.61580572,-96.35272124,1,280.94
30,30.60947705,-96.34751507,11,1331.18
30,30.60691688,-96.34792008,26,4301.94
39,30.61615709,-96.34346761,1,292.33
34,30.59977952,-96.35224112,14,2448.37
41,30.61253209,-96.34310686,42,9733.15
41,30.6207,-96.3383,18,4381
37,30.6098539,-96.34690621,7,902.42
38,30.61266083,-96.34459682,25,4538.72
35,30.61271045,-96.34240948,39,9993.86
46,30.61022136,-96.34634562,4,1087.29
37,30.5744,-96.3184,35,8982.53
37,30.60582925,-96.34974935,10,1581.49
38,30.61380882,-96.35084235,12,1393.73
37,30.60186762,-96.34617933,11,2138.6
38,30.611769,-96.34941809,20,3948.46
