shape_id,pt_lan,pt_lon,pt_sequence,shape_dist_traveled
38,30.61254281,-96.34521507,24,4478.16
40,30.63756112,-96.31966033,12,4663.99
33,30.61912898,-96.34463035,2,443.48
31,30.61866227,-96.33448087,4,669.62
30,30.60290161,-96.34710201,16,2367.97
34,30.61171133,-96.34682708,3,679.15
32,30.6098539,-96.34690621,5,957.57
44,30.6108,-96.3586,26,3348.52
44,30.60900364,-96.35953539,30,3658.41
30,30.60494143,-96.34899967,15,2077.59
39,30.6118736,-96.34960585,25,6441.46
30,30.6097332,-96.34669968,29,4774.53
33,30.5957884,-96.3896861,31,9820.93
35,30.59972454,-96.34510778,14,2657.51
34,30.61265279,-96.34249397,53,7361.48
32,30.60157124,-96.35759481,18,3271.07
33,30.6031524,-96.3785375,37,11304.62
35,30.60051579,-96.34565764,28,7881.54
33,30.61382625,-96.35091611,44,15391.14
31,30.61174754,-96.34948783,14,3087.97
40,30.6641,-96.3522,34,10415.47
31,30.6102616,-96.34635501,17,3525.72
46,30.58922905,-96.33385592,15,4301.34
40,30.6634,-96.3515,31,10260.44
33,30.62227119,-96.35866769,43,14195.28
37,30.60831029,-96.34616323,9,1141.45
39,30.61687995,-96.34252616,21,5030.13
36,30.61898146,-96.31862767,6,1651.34
30,30.6098539,-96.34690621,10,1259.46
35,30.5871718,-96.33296408,19,4483.94
42,30.61896402,-96.34448551,11,1772.05
34,30.6098539,-96.34690621,5,959.22
34,30.60954008,-96.347216,6,1004.98
37,30.61253209,-96.34520971,57,16138.02
38,30.614603,-96.342162,30,5039.11
30,30.60466517,-96.34193875,20,3052.39
38,30.61127413,-96.34724685,23,4238.1
40,30.6274331,-96.32779949,55,17906.81
40,30.6561837,-96.34343811,22,8209.22
44,30.613,-96.342,0,0
44,30.60818825,-96.35842629,13,2437.87
37,30.58572475,-96.33788191,19,4248.48
30,30.61568905,-96.34312429,3,343.59
46,30.60958568,-96.34724819,6,1198.93
31,30.6124087,-96.34830498,15,3222.85
45,30.61952997,-96.34675064,8,1085.01
33,30.61712269,-96.34453111,53,17652.62
33,30.61584461,-96.34858795,3,969.24
35,30.61251599,-96.34584942,5,737.37
30,30.60537059,-96.34346091,18,2811.3
34,30.59837404,-96.35383301,29,4587.26
29,30.61172742,-96.34955623,21,4028.16
41,30.62269766,-96.34064593,8,1413.97
37,30.6144,-96.342,61,16675.43
44,30.60767326,-96.35783084,12,2357.14
34,30.6062356,-96.34699472,43,6069.5
37,30.60059894,-96.34574481,12,2285.57
41,30.60959909,-96.35282584,30,7038.78
40,30.62780324,-96.33489393,57,18875.01
42,30.63799966,-96.36171602,24,5388.01
32,30.60932416,-96.34737023,39,6621.85
37,30.6144,-96.342,0,0
41,30.61640654,-96.34299554,2,331.07
34,30.60833979,-96.34592452,45,6408
46,30.60252208,-96.34672784,25,8219.64
32,30.59905264,-96.35264479,28,4787.38
40,30.66483248,-96.35454648,37,10750.61
42,30.63293699,-96.36386984,22,4599.22
31,30.61428223,-96.338759,1,8.17
40,30.6350385,-96.31944977,53,16744.09
35,30.61357547,-96.34132587,1,141.34
37,30.60957897,-96.34703629,53,15637.66
35,30.60835186,-96.34593122,31,9037.54
40,30.61909411,-96.34458341,5,904.51
45,30.61991889,-96.34572872,6,937.67
38,30.61288614,-96.34536796,7,621.4
38,30.614603,-96.342162,0,0
31,30.60490657,-96.34739973,23,4590.89
41,30.62780324,-96.3349516,16,3265.75
46,30.59986804,-96.34517886,10,2610.43
29,30.61195273,-96.34929874,9,1246.75
33,30.61081145,-96.35413476,49,16404.83
35,30.61132,-96.347133,35,9488.96
40,30.62728424,-96.32759564,8,3207.61
42,30.61922152,-96.34636574,13,2023.14
34,30.60839344,-96.34617128,7,1166.9
37,30.60954008,-96.34739705,8,960.9
44,30.6112,-96.3579,22,3230.94
34,30.59985597,-96.35671639,18,3013.08
38,30.61265279,-96.34379887,27,4625.8
33,30.6094,-96.3538,6,2016.95
32,30.60651321,-96.34691559,36,6150.08
33,30.61081011,-96.35416024,8,2293.12
40,30.6632,-96.3519,29,10216.22
45,30.62609334,-96.35584064,12,2369.35
37,30.61024148,-96.34608009,55,15755.99
33,30.59653137,-96.38401725,34,10396.25
32,30.59918675,-96.35277354,14,2578.13
45,30.61907399,-96.3445928,5,794.1
44,30.6096,-96.3601,28,3550.54
29,30.61781604,-96.3544982,12,2067.12
32,30.60328785,-96.35295861,31,5283.16
36,30.61420847,-96.33989491,14,4605.45
39,30.61402474,-96.34167724,0,0
42,30.63109431,-96.35456257,29,6848.57
30,30.60583461,-96.34977617,14,1953.63
45,30.62516797,-96.35677539,13,2505.59
39,30.62778849,-96.33495294,15,3263.64
50,30.61580572,-96.35272124,1,280.94
46,30.61271045,-96.34240948,0,0
45,30.617701,-96.34538,32,7973.56
29,30.61574001,-96.34316587,2,302.53
33,30.60512,-96.375765,14,6513.31
40,30.62767718,-96.33476921,6,2242.55
40,30.61687324,-96.34242826,4,582.99
41,30.61241541,-96.34829425,39,9116.76
36,30.62648226,-96.30979516,2,464.4
41,30.61683837,-96.34246581,22,5055.33
45,30.62481795,-96.35252812,25,6645.92
44,30.6086,-96.3607,17,2748.41
40,30.65578807,-96.3376955,21,7658.52
33,30.59612099,-96.39269688,29,9469.53
34,30.61168183,-96.34658836,49,6908.2
45,30.61577622,-96.3436661,34,8267.17
40,30.65949086,-96.35524385,24,9396.54
35,30.61343197,-96.34505146,4,610.16
30,30.61251733,-96.34300761,34,5453.72
39,30.612021,-96.348749,26,6525.02
36,30.61395232,-96.33967631,15,4640.77
33,30.60267631,-96.37902298,36,11234.23
34,30.59958372,-96.35206275,31,4804.78
32,30.61319727,-96.34160348,45,7566.41
44,30.61477173,-96.34235047,2,250.46
38,30.61208,-96.348655,21,4029.21
37,30.58484364,-96.33715906,20,4368.34
40,30.6320465,-96.32286288,54,17209.96
40,30.61584998,-96.34325035,2,438.24
45,30.63969079,-96.35824525,20,4774.68
45,30.62703211,-96.35845043,14,2767.43
38,30.61332468,-96.34518557,6,569.64
33,30.5969,-96.3955,26,8998.76
38,30.6067,-96.3566,17,2623.89
37,30.57702768,-96.31815963,33,8570.38
39,30.61772484,-96.34118237,3,572.29
35,30.60926516,-96.34735145,9,1232.79
30,30.61025891,-96.34608009,30,4857.74
44,30.6107,-96.3586,21,3143.94
45,30.6219225,-96.34930276,26,7091.61
46,30.58627728,-96.34522983,17,5732.96
37,30.58420393,-96.3318979,28,5422.26
37,30.59168596,-96.33878314,45,13040.03
39,30.6198344,-96.33806162,5,951.8
45,30.61636899,-96.34310149,3,399.72
33,30.60966078,-96.35278829,48,16223.36
40,30.63765097,-96.31996341,51,16438.68
36,30.62028769,-96.3217672,8,2025.56
42,30.62194932,-96.34926923,15,2434.37
34,30.60120378,-96.35825866,25,3989.62
45,30.61515395,-96.34466388,35,8385.01
40,30.66388164,-96.35339581,27,10042.25
34,30.60259718,-96.35777854,21,3338.51
41,30.61905656,-96.33931824,20,4666.24
34,30.60032401,-96.35199167,32,4887.32
45,30.62705088,-96.35511511,11,2242.33
37,30.56978572,-96.32357769,31,7445.28
34,30.60277153,-96.35315978,11,2093.71
35,30.61271045,-96.34240948,0,0
32,30.61301086,-96.34470143,43,7239.81
29,30.61282176,-96.34433263,26,4658.09
50,30.61779592,-96.35453307,0,0
30,30.61137874,-96.34733268,8,1032.8
45,30.6174,-96.3464,31,7870.44
37,30.584778,-96.336694,42,12218.06
31,30.61674584,-96.33518093,3,446.39
40,30.61476637,-96.3449321,62,20908.51
37,30.58982719,-96.33791008,44,12817.24
45,30.6345262,-96.36569106,18,3851.65
46,30.59631679,-96.34206482,12,3105.34
32,30.60036022,-96.35215529,13,2434.95
38,30.61596397,-96.34335228,2,189.28
46,30.588833,-96.33375,14,4256.18
46,30.60961652,-96.34703629,28,9299.77
45,30.62696505,-96.35517277,24,6298.25
32,30.60050506,-96.35209628,29,4957.09
41,30.62930126,-96.33976214,13,2610.99
33,30.6081346,-96.37409576,40,12039.78
35,30.59196625,-96.34420522,24,6627.61
44,30.6098,-96.36,20,2976.82
29,30.61563004,-96.34400271,3,383.49
35,30.60829822,-96.34612166,10,1392.09
40,30.63670684,-96.31929152,11,4562.72
37,30.59524257,-96.34065264,14,3055.45
46,30.59392292,-96.34204202,22,7010.69
45,30.62488098,-96.3524852,10,1893.94
33,30.600563,-96.380489,18,7213.25
40,30.63860986,-96.32144534,13,4870.64
41,30.62983234,-96.33913316,14,2695.25
38,30.6135701,-96.3508799,19,3704.33
31,30.62030915,-96.3358032,5,892.06
38,30.61258037,-96.34820037,9,1009.83
40,30.64003278,-96.32816293,16,5596.72
40,30.6177463,-96.34112873,59,20413.59
38,30.61430369,-96.34500452,4,443.09
31,30.60646761,-96.34680965,25,4778.01
38,30.61081011,-96.35422059,13,1857.85
45,30.6306142,-96.36182734,16,3279.97
30,30.60415421,-96.34233304,19,2984.23
41,30.61347488,-96.34130844,43,9934.53
37,30.59288356,-96.33803078,15,3418.23
44,30.6121311,-96.34953075,9,1173.79
30,30.61457727,-96.34498843,5,577.78
31,30.61362375,-96.33824267,28,6023.76
44,30.61240468,-96.34830632,36,5183.63
31,30.61180253,-96.340773,27,5708.31
44,30.6114753,-96.34721466,6,857.97
37,30.58575559,-96.33771964,43,12364.44
34,30.598193,-96.35448747,28,4521.51
44,30.6076223,-96.35783755,31,3881.85
33,30.61567429,-96.34862416,50,17159.62
33,30.6174,-96.3464,51,17446
29,30.61981294,-96.35634356,13,2350.63
51,30.61208,-96.348655,19,5002.64
51,30.613,-96.342,0,0
51,30.61240334,-96.34836533,20,5048.01
51,30.6147087,-96.34235584,2,257.93
51,30.61124194,-96.34716638,21,5220.64
51,30.61371896,-96.34126552,1,106.38
51,30.613,-96.342,24,5789.83
51,30.61141226,-96.34722137,4,856.15
51,30.61282042,-96.34426021,22,5549.29
51,30.61255757,-96.34811186,5,1009.28
51,30.61342392,-96.34496831,3,545.68
51,30.6121311,-96.34953075,7,1165.34
51,30.61244894,-96.34304382,23,5672.72
51,30.61385844,-96.35079943,8,1392.41
51,30.61199967,-96.34918206,6,1128.94
51,30.60772959,-96.35782682,9,2349.22
51,30.60924504,-96.36015095,10,2628.08
51,30.6086,-96.3607,11,2716.93
51,30.60834784,-96.35987871,12,2800.32
51,30.6113,-96.358,14,3194.58
51,30.60892049,-96.36004233,13,2865.85
51,30.60902912,-96.3596239,15,3490.88
51,30.61175425,-96.34941944,18,4921.06
51,30.60752842,-96.35769942,16,3739.24
51,30.61356474,-96.35078066,17,4681.43
52,30.58436621,-96.33761772,6,1292.73
53,30.62149469,-96.31559275,8,3201.65
54,30.61842624,-96.30817376,24,6376.53
54,30.61183873,-96.31842919,9,3106.11
55,30.60637776,-96.31628611,7,3105.34
56,30.61163086,-96.33755334,2,325.15
57,30.596066,-96.3365569,5,712.57
52,30.5817,-96.3364,8,1612.24
54,30.61882589,-96.30554118,14,4606.34
58,30.60461018,-96.33910366,20,7800.72
56,30.61081145,-96.31961875,34,7786.9
59,30.59521038,-96.32364609,16,5321.43
60,30.61144847,-96.3191896,4,750.15
61,30.58701489,-96.32266708,25,10076.25
61,30.61326835,-96.33813941,31,14093.54
55,30.61759722,-96.30206389,16,6020.96
58,30.59521038,-96.32364609,16,5295.3
56,30.61909545,-96.30518847,18,4660.35
62,30.62469188,-96.31197445,9,3703.98
54,30.6108785,-96.319431,8,2962.71
52,30.58590445,-96.33773976,23,9163.18
53,30.62394891,-96.3128113,9,3582.59
57,30.59458006,-96.3400089,0,0
56,30.62071148,-96.30452194,21,5193.36
52,30.5928259,-96.33790203,26,9970.44
56,30.61301891,-96.31547206,14,3430.07
54,30.61567832,-96.31268792,26,6919.29
52,30.58472,-96.336562,22,8989.93
52,30.58461834,-96.33305394,20,8643.58
61,30.58475379,-96.31308221,12,5878.44
61,30.57693381,-96.31353014,16,7065.78
54,30.6214853,-96.30359523,20,5677.41
63,30.61127279,-96.33661859,2,405.84
59,30.59107844,-96.33086928,19,6151.01
52,30.59198368,-96.33887433,2,396.32
57,30.61352316,-96.33832448,9,3067.46
64,30.58988888,-96.34654143,8,2901.07
55,30.61081681,-96.30970262,21,7220.42
58,30.59182811,-96.3293887,7,3393.79
52,30.58942619,-96.33775987,24,9554.52
53,30.62360022,-96.31085463,11,3856.32
57,30.61422322,-96.3398815,12,3301.42
52,30.59458006,-96.3400089,0,0
63,30.60401473,-96.34012022,4,1498.62
55,30.61550531,-96.2997476,13,5220.74
57,30.61381821,-96.33955025,13,3356.46
61,30.61391745,-96.33842774,0,0
61,30.60906667,-96.33419253,30,13493.16
62,30.62155906,-96.31565042,16,5918.65
53,30.62407229,-96.31282471,17,5511.16
55,30.60950387,-96.30657114,11,4287.7
62,30.61896402,-96.31851502,5,2811.59
56,30.60884539,-96.31954499,9,2747.35
60,30.60897414,-96.33458548,17,4330.99
54,30.61291564,-96.31598033,27,7359.04
53,30.62467176,-96.31193154,10,3698.9
63,30.61381821,-96.33955025,19,6111.12
58,30.59837539,-96.32332288,14,4792.25
54,30.61190713,-96.318511,28,7625.74
56,30.61467115,-96.32783972,5,1665.85
62,30.61843563,-96.3235911,3,2160.43
54,30.61081815,-96.32026516,30,7847.24
60,30.61374713,-96.33833252,12,3348.67
55,30.60881052,-96.31199994,22,7533.43
61,30.6090023,-96.3346874,4,952.62
52,30.5841,-96.3374,7,1328.91
52,30.61026562,-96.34614446,32,12536.3
64,30.58816556,-96.34855174,7,2629.69
61,30.58179397,-96.31003924,13,6317.65
60,30.61483879,-96.31361463,1,82.83
61,30.580612,-96.317001,20,8150.13
64,30.61025221,-96.34608277,18,5926.87
64,30.61135325,-96.34710871,19,6083.7
64,30.59392292,-96.34204202,10,3522.51
64,30.59458006,-96.3400089,0,0
52,30.5859353,-96.33791678,4,1082.17
64,30.59525598,-96.34059094,11,3725.5
56,30.61116684,-96.3236662,6,2223.46
61,30.583472,-96.315167,21,8513.15
59,30.59099529,-96.33090549,7,3254.19
52,30.6113841,-96.3470658,33,12688.65
56,30.61056334,-96.3210658,36,7930.36
52,30.56866187,-96.32505559,11,4077.8
61,30.58075729,-96.31117382,14,6475.92
56,30.60886148,-96.33431055,4,771.58
61,30.58522183,-96.31328203,22,8778.33
55,30.61463091,-96.32792019,3,1660.05
52,30.58434609,-96.33172758,19,8513.14
62,30.62064175,-96.32107117,4,2504.18
58,30.60898889,-96.33439772,21,8463.52
62,30.62677864,-96.30569943,11,4560.57
64,30.59975136,-96.34494283,13,4376.01
60,30.61283383,-96.31578453,2,387.29
56,30.61778922,-96.31010764,16,4168.01
58,30.59347097,-96.32667296,17,5643.41
55,30.6090479,-96.33462839,2,767.61
61,30.58804754,-96.327715,27,10599.63
55,30.61294649,-96.30481564,19,6696.36
53,30.61353389,-96.33929276,0,0
59,30.59182811,-96.3293887,8,3426.28
61,30.58755938,-96.31487124,23,9079.29
52,30.5744474,-96.31842114,16,5784.39
57,30.59287954,-96.33800127,2,269.49
62,30.627531,-96.30648531,12,4672.98
64,30.61283652,-96.3443219,20,6397.06
55,30.60711671,-96.31767147,6,2949.46
55,30.61436269,-96.33973934,0,0
58,30.59648175,-96.32164114,15,5057.11
55,30.61917726,-96.30028405,15,5776.43
56,30.62118087,-96.30536415,22,5289.31
54,30.6217723,-96.30594887,18,5369.69
54,30.61284188,-96.31584086,10,3377.58
60,30.61698858,-96.32517226,18,5597.28
62,30.61364654,-96.3382534,22,9012.14
52,30.60836125,-96.34595,29,12255.82
63,30.60903314,-96.3345211,3,725.49
56,30.61001751,-96.32173367,37,8018.44
62,30.62067259,-96.32091023,19,6598.03
64,30.599128,-96.344247,12,4279.95
62,30.62851537,-96.30732082,13,4808.43
53,30.62671158,-96.30568467,13,4541.59
54,30.61778922,-96.31010764,12,4154.09
54,30.62166635,-96.30336456,21,5707.26
52,30.58099601,-96.33572542,9,1713.65
55,30.60802329,-96.31283008,23,7651.56
57,30.60392622,-96.34006255,7,1648.4
62,30.61422054,-96.33996331,24,9247.5
62,30.61353389,-96.33929276,0,0
64,30.60573939,-96.34965681,14,5179.76
54,30.60853559,-96.31999828,6,2676.07
58,30.61148334,-96.3371671,2,489.86
59,30.60905058,-96.33451574,5,878.21
58,30.59682105,-96.32067152,11,4395.52
57,30.59466589,-96.33597084,4,547.2
52,30.61277483,-96.34434067,34,12991.64
60,30.6146859,-96.32775523,9,1836.26
60,30.61531622,-96.31427981,0,0
54,30.61420444,-96.33989089,39,10550.14
57,30.60909483,-96.33431323,8,2443.52
60,30.61421383,-96.33986943,14,3558.31
56,30.62176425,-96.30593546,23,5374.09
54,30.61616111,-96.31207772,11,3892.89
54,30.61837126,-96.30803429,13,4362.64
56,30.61466176,-96.33917608,42,10445.83
64,30.61254684,-96.34318196,21,6510.73
56,30.61419506,-96.33988418,43,10531.12
56,30.61133984,-96.33667224,3,415.41
58,30.5909175,-96.33087464,6,3219.31
54,30.61464298,-96.33916669,38,10465.46
59,30.60472686,-96.33919351,6,1534.7
59,30.59347097,-96.32667296,17,5669.54
52,30.6057461,-96.34964876,28,11798.02
54,30.60901973,-96.31937869,7,2756.1
61,30.58678288,-96.31456547,11,5612.04
59,30.59185091,-96.32947855,18,5992.69
52,30.57556,-96.3198,15,5603.6
56,30.60920615,-96.3343937,40,9685.51
56,30.61135325,-96.3190689,12,3036.77
64,30.5871946,-96.33300163,4,1074.21
54,30.6215604,-96.30318754,16,5030.69
61,30.61464298,-96.33921899,1,110.57
54,30.61116684,-96.3236662,4,2219.35
53,30.62060554,-96.32035368,21,6514.22
61,30.61149944,-96.33720197,3,585.43
62,30.62030647,-96.31709479,17,6114.74
54,30.60916457,-96.32093035,5,2562.8
56,30.61054725,-96.31949,11,2938.57
59,30.60468394,-96.33903392,20,7852.63
53,30.60889501,-96.33438431,1,697.18
60,30.61081815,-96.32026516,6,901.44
53,30.62648226,-96.30979516,16,5116.66
64,30.61271,-96.342409,22,6586.84
55,30.61436269,-96.33973934,32,11210.09
56,30.6139,-96.3397,0,0
58,30.59895877,-96.32254504,13,4693.57
53,30.62042315,-96.32176988,23,6659.62
63,30.60909483,-96.33433067,16,5169.53
60,30.6146403,-96.33916267,13,3475.76
60,30.61006714,-96.32170283,7,1062.28
56,30.6178442,-96.31020286,29,6571.55
64,30.59150222,-96.33653008,2,477.18
53,30.62072489,-96.32115029,22,6591.54
56,30.61616111,-96.31207772,15,3906.81
54,30.6211983,-96.30281605,15,4977.02
64,30.60837734,-96.34594061,15,5640.46
58,30.60481135,-96.33902453,4,1489.76
55,30.61465908,-96.33915596,31,11145.3
58,30.6124248,-96.33735486,22,8938.65
60,30.61077524,-96.31954365,5,832.27
59,30.60909483,-96.33429312,21,8520.32
61,30.58700282,-96.32236667,8,4580.22
56,30.60845781,-96.31992989,8,2690.69
54,30.61082888,-96.3196268,29,7786.18
53,30.62155906,-96.31565042,18,5899.75
53,30.62049825,-96.3209907,4,2516.43
55,30.61732922,-96.29805245,14,5480.27
55,30.60909349,-96.32046499,26,8574.62
61,30.5900203,-96.31638401,24,9388.68
58,30.61462019,-96.3390527,0,0
52,30.61250258,-96.34285473,35,13136.93
53,30.6199551,-96.32189326,3,2411.11
52,30.58437828,-96.33581125,21,8908.69
52,30.59965748,-96.34496026,27,10986.34
52,30.58484766,-96.33715503,5,1223.3
56,30.61842624,-96.30817376,28,6367.02
54,30.6139,-96.3397,0,0
52,30.6144,-96.342,37,13436.43
56,30.62261853,-96.30486794,24,5513.49
62,30.61907131,-96.31849625,18,6306.57
55,30.60916457,-96.32093035,5,2563.56
59,30.59565563,-96.32273682,10,4191.61
56,30.61837126,-96.30803429,17,4376.56
62,30.62648226,-96.30979516,14,5135.56
54,30.61127279,-96.32345565,33,8234.92
56,30.6211688,-96.30280666,19,4984.32
56,30.61127279,-96.32345565,38,8234.26
54,30.60999337,-96.32172697,32,8016.88
60,30.61127279,-96.32345565,8,1276.87
63,30.60392488,-96.33999281,15,4380.05
54,30.61147798,-96.3372583,1,356.31
53,30.61824653,-96.32375204,2,2151.03
62,30.62298466,-96.30998291,10,3972.78
54,30.61053518,-96.32104166,31,7927.88
54,30.60886148,-96.33441784,2,754.21
62,30.60929332,-96.33434006,21,8400.54
53,30.62018443,-96.31999962,5,2617.41
62,30.61150212,-96.33722477,1,300.14
54,30.61480794,-96.32790678,34,8814.15
52,30.61359156,-96.34133258,36,13326.23
59,30.59896279,-96.32253029,13,4718.12
56,30.61190713,-96.318511,32,7619.62
62,30.61467383,-96.33915328,23,9155.1
55,30.61149407,-96.33724623,1,398.06
54,30.61471004,-96.3278357,3,1658.98
58,30.59543032,-96.32321157,9,4107.46
59,30.61353121,-96.33832582,22,9146.22
63,30.59810582,-96.33750774,6,2201.33
54,30.60913641,-96.33432128,35,9693.63
53,30.61920006,-96.31849491,20,6277.61
52,30.58941413,-96.3379369,3,695.6
54,30.61352584,-96.33833655,36,10314.4
64,30.60957897,-96.3470202,16,5809.25
53,30.6135473,-96.33832984,25,9003.78
61,30.58770288,-96.32856794,28,10689.76
54,30.6139,-96.3397,40,10588.58
55,30.61467249,-96.32776194,28,9508.23
63,30.59395242,-96.33931421,9,2826.29
59,30.61462019,-96.3390527,0,0
54,30.61380882,-96.3383808,37,10346.13
61,30.61422188,-96.33987882,2,189.13
63,30.61426479,-96.340025,18,6043.86
63,30.59465382,-96.3359467,12,3279.48
55,30.61116684,-96.3236662,4,2220.11
58,30.59376467,-96.32605337,8,3778.61
58,30.61462019,-96.3390527,23,9231.7
61,30.60468662,-96.3391801,5,1596.51
56,30.61302829,-96.33796506,41,10230.52
59,30.61462019,-96.3390527,23,9285.77
63,30.596066,-96.3365569,13,3446.9
60,30.6139,-96.3397,15,3596.76
63,30.59523318,-96.3406124,8,2637.42
53,30.61353389,-96.33929276,28,9334.9
64,30.5889,-96.3337,3,873.28
55,30.61587412,-96.30361133,17,6262.95
61,30.58665413,-96.32439174,26,10246.03
58,30.61420444,-96.33987882,1,91.52
56,30.61263803,-96.33850553,1,180.87
56,30.61476368,-96.32790812,39,8810.26
61,30.60464773,-96.33899771,29,12820.62
56,30.60945291,-96.3193854,10,2816.56
63,30.60151894,-96.33892932,5,1798.43
53,30.61466578,-96.33921497,26,9154.15
52,30.57242233,-96.32060044,17,6091.16
62,30.62149469,-96.31559275,7,3208.06
55,30.606501,-96.316222,25,8076.97
62,30.61745394,-96.32489332,20,7120.52
59,30.59683043,-96.32072516,11,4424.13
56,30.62151346,-96.30314999,20,5034.76
56,30.6139,-96.3397,44,10568.34
56,30.60916457,-96.32093035,7,2566.91
59,30.59376467,-96.32605337,9,3811.1
63,30.59286881,-96.33800798,10,2999.81
53,30.61902035,-96.31849491,6,2810.9
62,30.61353389,-96.33929276,25,9347.17
55,30.61127279,-96.32345565,27,8949.38
52,30.56882549,-96.32501938,18,6672.96
53,30.61421249,-96.33992173,27,9238.44
55,30.60920078,-96.33435347,29,10384.05
62,30.62002222,-96.31725833,6,2979.72
63,30.61381821,-96.33955025,0,0
55,30.60619805,-96.31344028,8,3378.24
60,30.61531622,-96.31427981,20,7051.82
58,30.60905192,-96.33458816,3,855.68
55,30.61214167,-96.30358611,12,4696.86
56,30.61147664,-96.31925129,33,7705.06
61,30.57535533,-96.31526955,18,7307.58
53,30.62030647,-96.31709479,19,6095.84
56,30.61915446,-96.3052515,27,6076.09
60,30.6125455,-96.33839287,16,3792.41
64,30.59196625,-96.34420522,9,3222.36
58,30.59185091,-96.32947855,18,5966.56
62,30.60899828,-96.33441382,2,687.02
56,30.62149066,-96.30364083,25,5685.18
59,30.61465505,-96.33915999,1,10.97
52,30.60957093,-96.34699472,30,12423.31
52,30.58422941,-96.33185231,10,2229.76
55,30.612138,-96.306834,20,6909.27
53,30.62302355,-96.31002047,12,3958.64
64,30.59395242,-96.33931421,1,96.33
60,30.60921017,-96.33428507,10,2708.15
56,30.61081815,-96.32026516,35,7848.72
61,30.58952544,-96.33007803,6,3492.87
62,30.62407229,-96.31282471,15,5530.06
62,30.62394891,-96.3128113,8,3589
58,30.59117902,-96.33070969,19,6106
55,30.61466578,-96.30555861,18,6492.53
61,30.58982719,-96.31643095,9,5228.98
64,30.6097332,-96.34669968,17,5844.37
64,30.58673594,-96.33791008,5,1546.5
53,30.627531,-96.30648531,14,4660.55
56,30.61567832,-96.31268792,30,6909.78
64,30.5863202,-96.34543636,6,2267.94
52,30.59289027,-96.33802541,1,266.93
63,30.59396315,-96.3367527,11,3170.7
53,30.62847916,-96.30736508,15,4795.37
59,30.59840489,-96.32325583,14,4811.17
54,30.6178442,-96.31020286,25,6581.06
60,30.61347622,-96.33830436,11,3318.45
58,30.59565563,-96.32273682,10,4159.31
58,30.5975,-96.32116389,12,4484.46
63,30.60164098,-96.338932,14,4106.73
55,30.60504604,-96.31148361,9,3604.97
61,30.57884354,-96.31930627,19,7854.74
63,30.61472077,-96.3391573,17,5946.63
61,30.61391745,-96.33842774,32,14170.76
55,30.60639921,-96.31399416,24,7863.6
61,30.58743734,-96.31507241,10,5524.63
56,30.61304573,-96.31559275,31,7313.2
59,30.59645492,-96.32158347,15,5080.5
61,30.58484766,-96.32659115,7,4110.48
58,30.59580315,-96.33380361,5,2608.39
60,30.62071953,-96.32088744,19,6180.18
54,30.62071148,-96.30452194,17,5189.37
52,30.6097332,-96.34669968,31,12456.8
57,30.59395242,-96.33931421,1,96.33
55,30.61362106,-96.33837544,30,11007.91
53,30.60922492,-96.33441918,24,8395.04
57,30.59396315,-96.3367527,3,439.08
52,30.57251353,-96.32040732,12,4695.02
59,30.61422724,-96.33989491,2,95.82
57,30.60164098,-96.338932,6,1372.4
54,30.62257294,-96.30492159,19,5502.22
56,30.61183873,-96.31842919,13,3118.34
57,30.61464701,-96.33916133,11,3217.99
57,30.61390135,-96.33846127,10,3111.47
59,30.6115732,-96.33744203,3,472.65
55,30.60565222,-96.31079294,10,3699.31
56,30.62119294,-96.30294212,26,5759.74
54,30.6212439,-96.30299308,22,5766.13
61,30.57575095,-96.31485247,17,7248.21
61,30.57782162,-96.31449037,15,6930.98
54,30.61895061,-96.30556263,23,6120.13
60,30.61190713,-96.318511,3,667.63
52,30.57584081,-96.31683328,13,5198.62
52,30.577,-96.3182,14,5382.16
63,30.61174486,-96.33767672,1,291.86
59,30.5975,-96.32116389,12,4509.55
53,30.62002222,-96.31725833,7,2973.31
63,30.59731323,-96.3384264,7,2325.74
52,30.59191931,-96.33867987,25,9845.2
59,30.61131302,-96.33662798,4,555.7
