number,abbr,name,address,numberoffloors,lan,lon
990,CPLX,Cardiovascular Pathology Lab Annex,603 Turk Rd,1,30.61508271,-96.35812916
991,,VMP Shop,633 Turk Rd,1,30.61523472,-96.35843797
992,,TVMC-Experimental Animal Building,605 Turk Rd,1,30.61510479,-96.35876158
995,,Water Distribution Pump Station No. 2,2410 F&B Rd,1,30.62393751,-96.35758008
996,,Oil Tanks Boiler House,2480 F&B Rd,1,30.62415139,-96.35823216
997,TICK,Tick Research Facility,611 Turk Rd,1,30.61480043,-96.35892816
1000,,Farm Service Office,652 Farm Service Rd,2,30.61997643,-96.35688382
1001,,Farm Service Implement #1,653 Farm Service Rd,1,30.61957017,-96.35735103
1002,,Farm Service Implement #2,669 Farm Service Rd,1,30.61995524,-96.35772592
1003,,Farm Service Shop,655 Farm Service Rd,1,30.61968551,-96.35766661
1005,,Farm Service Storage 2,661 Farm Service Rd,1,30.61901571,-96.35804358
1008,VMB3,TVMC-Barn No 3,645 Turk Rd,1,30.61553582,-96.35852115
1010,VIV2,TVMC-Small Animal Research Building,157 Agronomy Rd,1,30.61443538,-96.35240269
1011,,Horticulture Shop and Garage,265 Adriance Lab Rd,1,30.61043899,-96.35251166
1020,VIV3,Vivarium III,161 Agronomy Rd,1,30.61429937,-96.35289454
1026,VMA,Veterinary Medicine Administration,402 Raymond Stotzer Pw,5,30.61298358,-96.35253464
1027,NFFL,Nursery Floral Field Laboratory,566 Floriculture Rd,2,30.63001521,-96.34296534
1029,,Agronomy Implement Storage,321 Agronomy Rd,1,30.61575152,-96.35397818
1030,AESH,AG Engr Res Lab & Shop,377 Olsen Bl,2,30.61373068,-96.34845081
1034,AEPM,AG Engineering Power & Machinery Building,379 Olsen Bl,2,30.61419592,-96.34905324
1040,CPL,Cardiovascular Pathology Laboratory,640 Turk Rd,1,30.61612274,-96.35785839
1041,VMDL,Texas Vet Med Diagnostic Lab,188 Sippel Rd,2,30.614027,-96.35324144
1042,FSLB,Forest Science Laboratory Building,242 Agronomy Rd,1,30.61597036,-96.35226938
1043,,Mosquito Research Lab,172 Agronomy Rd,2,30.61557799,-96.35128577
1044,,TVMC-Poultry Research,1039 Turk Rd,1,30.61266398,-96.36380214
1045,,USDA Greenhouse 1,707 Agronomy Rd,1,30.62083921,-96.35751985
1047,,Virus-Vector Research Lab,657 Agronomy Rd,1,30.62029977,-96.35707075
1049,,USDA Greenhouse 2,685 Agronomy Rd,1,30.62051546,-96.35722341
1050,,CUSE-Research Labs,166 Agronomy Rd,1,30.61533446,-96.35177575
1051,CUSE,Center for Urban and Structural Entomology (CUSE),160 Agronomy Rd,2,30.6151647,-96.35160982
1052,,Weed Science Field Lab,763 Agronomy Rd,1,30.62117983,-96.35788883
1054,,Forage and Turf Greenhouse,333 Agronomy Rd,1,30.61622136,-96.35408615
1056,,Soil & Crop Sci Greenhouse,335 Agronomy Rd,1,30.61614814,-96.35419231
1057,,Soil & Crop Sci Greenhouse,337 Agronomy Rd,1,30.61607444,-96.35429899
1058,,Soil & Crop Sci Greenhouse,339 Agronomy Rd,1,30.61601767,-96.35442226
1059,,Soil & Crop Sci Greenhouse,341 Agronomy Rd,1,30.61592603,-96.35451108
1060,,Greenhouse-Small Grains,374 Turk Rd,1,30.61573757,-96.35422565
1063,,Greenhouse-Cotton Taxonomy,372 Turk Rd,1,30.61563867,-96.35412839
1064,,Greenhouse,380 Turk Rd,1,30.61519482,-96.35440049
1065,,Soil & Crop Sci Dry Processing,373 Turk Rd,2,30.61494249,-96.35401058
1066,,Cotton Ginning Lab,373 Turk Rd,2,30.61520336,-96.3536402
1067,,Agronomy Field Crop Laboratory,410 Turk Rd,1,30.61524555,-96.35483705
1068,,Crop Testing,240 Sippel Rd,1,30.61392893,-96.35463238
1075,,Ecology & Natural Resources Teaching Pavilion,1852 OBSERVATORY RD,1,30.57365066,-96.3651004
1077,,SCSC Small Grain Greenhouse,388 Turk Rd,1,30.61558908,-96.35467436
1078,,Soil & Crop Peanut Greenhouse,392 Turk Rd,1,30.61570281,-96.35479839
1079,,SCSC-Weed Sci Greenhouse,396 Turk Rd,1,30.61579717,-96.35492388
1083,,Research Park Maintenance Building,1810 Research Pw,1,30.59895948,-96.36023064
1084,,West Campus Switching Station,385 Olsen Bl,2,30.61362388,-96.34790061
1085,VSAH,Veterinary Small Animal Hospital,408 Raymond Stotzer Pw,3,30.61218761,-96.35364202
1086,,CMP-Housing Unit,684 Turk Rd,1,30.61644422,-96.35916549
1087,,CMP-Quarantine Unit,802 Turk Rd,1,30.61525012,-96.3608037
1089,UEOA,Utilities & Energy Services Energy Office,1092 Harvey Mitchell Pw S,1,30.58884733,-96.35339516
1091,,Easterwood Hangar 1091,1820 George Bush Dr W,2,30.58947402,-96.35790681
1092,,Easterwood Hangar 1092,1660 George Bush Dr W,1,30.59235029,-96.35921961
1094,,TVMC-Poultry Disease Research,642 Turk Rd,1,30.61631774,-96.3575688
1095,,Nuclear Science Cntr,2522 Nuclear Science Rd,5,30.58009159,-96.36374992
1096,,Gamma Radiation Lab,2272 REACTOR DR,1,30.58116793,-96.36353605
1098,,N.S.C. Hyperbaric Lab,2530 Nuclear Science Rd,1,30.57966359,-96.36382741
1129,,Floriculture Greenhouse,568 Floriculture Rd,1,30.63015019,-96.34296172
1140,,ESTI Extinguisher Refill Building,1595 Nuclear Science Rd,1,30.57796519,-96.35420563
1141,,ESTI Rescue Classroom,1595 Nuclear Science Rd,1,30.57860395,-96.35430875
1142,,ESTI Marine Classroom/First Aid,1595 Nuclear Science Rd,2,30.57964728,-96.35518159
1143,,ESTI Fixed System Classroom,1595 Nuclear Science Rd,1,30.58072786,-96.35558081
1144,,ESTI Industrial Classroom,1874 Simmons St.,2,30.58273282,-96.35669774
1146,BCC,Biological Control Facility,150 Agronomy Rd,1,30.61496567,-96.35038877
1149,,Billy Bryant Barn,274 Harvey Mitchell Pw S,1,30.61113377,-96.37406453
1150,,Parsons Mounted Cavalry Tack Room,276 Harvey Mitchell Pw S,1,30.6109278,-96.37356962
1151,EQCT,Equine Center Stable,7806 Turkey Creek Rd,1,30.61419068,-96.37666334
1152,,Equine Center Restroom,7802 Turkey Creek Rd,1,30.61491752,-96.3765691
1153,FREE,Freeman Arena,7802 Turkey Creek Rd,1,30.6153339,-96.37619009
1154,,Electrical Distribution Storage,2655 Dairy Center Rd,1,30.62242245,-96.36135789
1156,PLNT,Facilities Services,600 Agronomy Rd,2,30.62049901,-96.35518359
1157,,Warehouse,602 Agronomy Rd,1,30.62104109,-96.3556383
1160,PRPV,Pearce Animal Pavilion,555 George Bush Dr W,1,30.59955835,-96.34357357
1161,,Reed House,1 Reed Dr,1,30.59471746,-96.34751833
1165,,Hazardous Waste Storage Bldg,2655 Dairy Center Rd,1,30.62237933,-96.36172345
1166,,CUSE-Special Project Lab & Storage,168 Agronomy Rd,1,30.61544459,-96.3516802
1167,,CUSE-Insect Testing Lab,170 Agronomy Rd,1,30.61552635,-96.35148206
1168,,CUSE-Shop & Storage,164 Agronomy Rd,1,30.61538028,-96.35137071
1169,,CUSE-Toxicology Hut,162 Agronomy Rd,1,30.61528795,-96.35143319
1171,,Radioactive Waste Building,2528 Nuclear Science Rd,1,30.58108177,-96.3629146
1172,,Flammable Mat Storage,530 Agronomy Rd,1,30.6193513,-96.35499601
1173,,Soil & Crop Greenhouse,384 Turk Rd,1,30.61557143,-96.35451573
1176,,Hort/FS Greenhouse,491 HORTICULTURE RD,1,30.60887701,-96.34992846
1177,,Hort/FS Greenhouse,485 HORTICULTURE RD,1,30.60887671,-96.35008658
1178,,Hort/FS Greenhouse,481 HORTICULTURE RD,1,30.60888074,-96.35031662
1179,,Forest Science Greenhouse,475 HORTICULTURE RD,1,30.60887741,-96.35047149
1180,,Floriculture Farm Storage Bldg,271 Adriance Lab Rd,1,30.61023007,-96.35226616
1183,,Range Science Field Lab,2540 Nuclear Science Rd,1,30.57949543,-96.36312931
1184,VAPA,Veterinary Anatomic Pathology,211 Sippel Rd,2,30.61361692,-96.35414144
1185,,Parsons Cav Caretaker Facility,278 Harvey Mitchell Pw S,1,30.61061901,-96.37329908
1186,,TVMC-Isolation Laboratory,550 Raymond Stotzer Pw,1,30.61188705,-96.3554218
1187,LFB,W.P. Luse Foundation Building,730 Raymond Stotzer Pw,1,30.60929986,-96.35674858
1188,,Forest Science Storage,260 Agronomy Rd,1,30.61616537,-96.3520028
1190,,Floriculture Research Greenhouse,555 Floriculture Rd,1,30.62938152,-96.34256457
1191,,Floriculture Growing Facility,561 Floriculture Rd,1,30.62944889,-96.34276519
1192,VMSB,TVMC-Surgery Building,510 Turk Rd,1,30.61444138,-96.35600073
1193,,Wildlife & Exotic Animal Ctr,2765 F&B Rd,1,30.62023544,-96.35969171
1194,VLAH,Veterinary Large Animal Hospital,500 Raymond Stotzer Pw,2,30.61254454,-96.35484967
1195,,Non Surgical Animal Procedure,544 Turk Rd,1,30.61450196,-96.35635581
1196,,Animal Housing Unit,688 Turk Rd,1,30.61607546,-96.35927193
1197,VRB,Veterinary Research Building,588 Raymond Stotzer Pw,4,30.61113469,-96.35485669
1198,,LARR Support Personnel Bldg,690 Turk Rd,1,30.61617637,-96.35951478
1200,,Parsons Mounted Cavalry Building (2016),3748 F&B Rd,1,30.6097705,-96.37299903
1201,FARM,Poultry Science Headquarters,1202 Harvey Mitchell Pw S,1,30.58786922,-96.34972074
1202,POSC,Poultry Sci Handling & Judging,1202 HARVEY MITCHELL PW STE 1202,1,30.58747922,-96.34993192
1203,PSNP,Poultry Sci Nutrition & Phys,1202 HARVEY MITCHELL PW S STE 1203,1,30.5874256,-96.35045694
1204,,Poultry Sci Environmental Res,1202 HARVEY MITCHELL PW S STE 1204,1,30.58711276,-96.3503591
1205,,Poultry Science Feed Mixing,1202 HARVEY MITCHELL PW S STE 1205,1,30.58713612,-96.35073691
1206,,Poultry Sci Equipment Storage,1202 HARVEY MITCHELL PW S STE 1206,1,30.58704147,-96.35108217
1207,,Poultry Sci Repro & Embryology,1202 HARVEY MITCHELL PW STE 1207,1,30.58637068,-96.3515628
1208,,Poultry Sci Comparative Rearing,1202 HARVEY MITCHELL PW S STE 1208,1,30.58655903,-96.35098807
1209,,Poultry Sci Integrated Repro,1200 Harvey Mitchell Pw S Ste 1209,1,30.58655055,-96.35193318
1210,,PS Intensive Mgt & Rearing,1202 HARVEY MITCHELL PW S STE 1210,1,30.58684268,-96.35207319
1211,,Poultry Science Broiler #1,1202 HARVEY MITCHELL PW S STE 1211,1,30.58677644,-96.35130614
1212,,Poultry Science Broiler #2,1202 HARVEY MITCHELL PW S STE 1212,1,30.58708963,-96.35145617
1213,,Poultry Science Caged Layer #1,1202 HARVEY MITCHELL PW STE 1213,1,30.58749312,-96.35122967
1214,,Poultry Science Caged Layer #2,1202 HARVEY MITCHELL PW STE 1214,1,30.58771287,-96.3506116
1215,,PS Environmental Biotechnology,1202 HARVEY MITCHELL PW STE 1215,1,30.58813259,-96.35030719
1216,,PS Gamebird Repro & Management,1202 HARVEY MITCHELL PW STE 1216,1,30.58811083,-96.35143212
1217,,PS Gamebird Rearing & Flt Pen,1202 HARVEY MITCHELL PW STE 1217,1,30.58845521,-96.35144298
1218,,Refuse Collection Maintenance,1204 Harvey Mitchell Pw S,1,30.58676593,-96.34955883
1220,,TVMC-Animal Isolation Bldg #1,995 Turk Rd,1,30.61312917,-96.363628
1221,,TVMC-Animal Isolation Bldg #2,975 Turk Rd,1,30.61327614,-96.36346567
1222,,TVMC-Animal Isolation Bldg #3,955 Turk Rd,1,30.61342376,-96.36330372
1223,,TVMC-Animal Isolation Bldg #4,945 Turk Rd,1,30.61358584,-96.36312831
1224,,TVMC-Animal Isolation Bldg #5,935 Turk Rd,1,30.61373383,-96.3629664
1225,,TVMC-Animal Isolation Bldg #6,925 Turk Rd,1,30.61388106,-96.3628039
1226,,TVMC-Animal Isolation Bldg #7,999 Turk Rd,1,30.61300001,-96.36347059
1227,,TVMC-Animal Isolation Bldg #8,985 Turk Rd,1,30.61314789,-96.36331006
1228,,TVMC-Animal Isolation Bldg #9,965 Turk Rd,1,30.61329509,-96.36314735
1232,VMTF,"Theriogenology Facility, Equine Reproduction",522 Raymond Stotzer Pw,1,30.61328179,-96.35630896
1234,,Dry Feed Storage Facility,230 Raymond Stotzer Pw,1,30.61403185,-96.35534372
1236,,Small Horse Barn,,1,30.61065093,-96.37382908
1237,EAA,Equine Athletic Riding Arena,523 Turk Rd,1,30.61269553,-96.35679798
1238,OBSR,Robotic Observatory,2790 Nuclear Science Rd,1,30.5725542,-96.36688148
1239,OBSV,Physics Teaching Observatory,2788 Nuclear Science Rd,2,30.57272856,-96.3670437
1240,,LARR SUPPORT SHOP A,,,30.61629601,-96.35976007
1241,,LARR SUPPORT SHOP B,,,30.61623329,-96.35973109
1242,,Utilities Water Operations Building F&B Storage,2484 F&B Rd,1,30.62373222,-96.35854197
1243,,Plumbing Fabrication Shop,2760 F & B RD,1,30.6214174,-96.36200312
1244,,Utilities Inventory Warehouse Building 1,2750 F&B Rd,1,30.62173301,-96.36168778
1245,,Cable Wire Storage,2754 F & B RD,1,30.62205858,-96.36165632
1246,,Generator Storage Building,2744 F & B RD,1,30.62196063,-96.3614073
1247,,Hazardous Waste Office & Support Bldg,2659 Dairy Center Rd,1,30.62252844,-96.36182929
1248,VWSH,Transportation Car/Bus Wash Building,438 AGRONOMY RD,1,30.6181914,-96.35337791
1249,,Telecommunications Optical Remote Building,476 AGRONOMY RD,1,30.6192823,-96.35366409
1259,,Airport-Aircraft Hanger J,1838 GEORGE BUSH DR W,1,30.589208,-96.35761941
1260,,Airport Hangar,1850 George Bush Dr W,1,30.58899915,-96.35736229
1262,,McKenzie Terminal Building,1 McKenzie Terminal Bl,2,30.5935579,-96.36656902
1264,,TAC Realty Hanger,2600 Nuclear Science Rd,2,30.58241519,-96.36210236
1265,,Former Parking Toll Booth-Easterwood,1814 George Bush Dr. W,1,30.58949403,-96.3576957
1268,,"Nat'l Aerothermochemistry Lab, Bldg 1",1737 George Bush Dr W,1,30.59064019,-96.35806611
1269,,Low Speed Wind Tunnel Shop,1729 GEORGE BUSH DR W,1,30.59076479,-96.35770297
1271,,"Nat'l Aerothermochemistry Lab, Bldg 2",1753 Geroge Bush Dr W,1,30.5907287,-96.35793523
1272,,EASTERWOOD AIRPORT CONTROL TOWER,,1,30.59026909,-96.35884289
1273,,Easterwood Airport Electrical Vault,,,30.59042329,-96.35880584
1274,KSWT,Klebanoff-Saric Wind Tunnel (Unsteady Wind Tunnel),1721 George Bush Dr W,1,30.59101109,-96.35794831
1277,,Easterwood Rescue and Fire Facility,1550 George Bush Dr W,1,30.59175323,-96.35845128
1279,,McKenzie Telecom Hub,,,30.58366545,-96.35692818
1280,,ESTI Bathroom (Parker's Privy),,1,30.58481621,-96.35551165
1283,,ESTI Industrial Bunker Gear Drying Building,1850 Simmons St.,1,30.58309326,-96.35622149
1284,,ESTI Breathing Apparatus Repair Building,,1,30.57919588,-96.35446582
1285,,ESTI Multi-Use Shelter,1943 Emergency Response Dr.,,30.57764477,-96.34926577
1286,,ESTI Warehouse Shelter,,,30.57696195,-96.35007762
1287,,ESTI EMS Shop/Storage Building,,2,30.57846418,-96.35584804
1295,,Turbo Machine Storage Facility,1493 George Bush Dr W,1,30.59019849,-96.35572789
1296,,Easterwood Maintenance Support Facility,1809 George Bush Dr W,1,30.58966313,-96.35731603
1297,,"Land, Air, Space Robotics",1188 Nuclear Science Rd,1,30.58951043,-96.35679331
1298,,Turbo Lab Support Building,1485 George Bush Dr W,1,30.59057683,-96.35603383
1299,,Turbomachinery Laboratory,1485 George Bush Dr W,2,30.59072333,-96.35567642
1307,,Nuclear Science Center Laboratory,2524 Nuclear Science Rd,2,30.58021212,-96.36459864
1322,,ESTI Apartment Complex Fires,,,30.58070886,-96.35533752
1323,,ESTI Commercial/Retail Complex Fires,,,30.58055634,-96.35550836
1324,,ESTI Commercial/Retail Complex Fires,,,30.58028205,-96.35527972
1325,,ESTI Pump Seal Fires,,,30.57954917,-96.35603725
1326,,ESTI LPG Fires,,,30.57941972,-96.35617749
1327,,ESTI Hose Evolutions,1801 Essentials St.,,30.579446,-96.35237712
1328,,ESTI Hose Loads,1813 Essentials St.,,30.57936496,-96.35205475
1329,,ESTI Salvage & Overhaul,1825 Essentials St.,,30.57924351,-96.35161945
1330,,ESTI Interior Shoring Shelter,,,30.57651274,-96.35116657
1331,,ESTI Breaching/Breaking Tunnel System,,,30.57627278,-96.35129435
1332,,ESTI Exterior Shoring Shelter,,,30.57647319,-96.35076247
1333,,ESTI Lifting/Moving Shelter,,,30.57616001,-96.35080556
1334,,ESTI Crane Operations Shelter,,,30.57643034,-96.35033025
1335,,ESTI Marine Engine Room Fires,,,30.57894484,-96.35517581
1336,,ESTI Rescue Vessles,,,30.57882362,-96.35429655
1337,,ESTI Drill Towners (Steel/Brick) Shelter,,,30.57871185,-96.35450676
1338,,ESTI Marine Ship Superstructure Fires,,,30.57908766,-96.35532224
1345,,ESTI H. D. Smith Operations Complex,1595 Nuclear Science Rd.,2,30.58251342,-96.35698859
1347,,ESTI Bathroom (SCBA Area),,1,30.57908418,-96.35430239
1349,,ESTI Rescue/Disaster City Canine Support,,1,30.57486292,-96.34987201
1350,,ESTI Bathroom (Hazardous Materials Area),,1,30.57684985,-96.34961116
1351,,ESTI Bathroom (Marine Area),,1,30.57985681,-96.35517657
1352,,ESTI Bathroom (Industrial Area),,1,30.58286033,-96.35669259
1353,,ESTI Industrial Classrooms A&B,1605 Methner St.,1,30.58337949,-96.35589696
1354,,ESTI Industrial Office,1858 Simmons St.,1,30.58314244,-96.35651765
1355,,ESTI Industrial Classrooms A&B,,1,30.58308321,-96.35636192
1356,,ESTI Industrial Office,1866 Simmons St.,1,30.58299955,-96.35667245
1357,,ESTI Industrial Classrooms A&B,,1,30.58286759,-96.35659234
1358,,ESTI Business Office,1927 Emergency Response Dr.,1,30.57812578,-96.34884621
1359,,ESTI Hazardous Materials Classrm/Mrkting Office,1923 Emergency Response Dr.,1,30.57822104,-96.34906882
1360,,ESTI Marine/EHS Office,,1,30.57972648,-96.35535381
1361,,ESTI Rescue Classroom A&B,1761 Emergency Response Dr.,1,30.57852019,-96.35386876
1362,,ESTI Marines Ship Deck Fires Shelter,,,30.57924631,-96.35530015
1363,,ESTI Field Maintenance Shop,,1,30.57831065,-96.355618
1364,,EMS Classroom/EMS Storage,1919 Emergency Response Dr.,1,30.57831647,-96.34929263
1365,,ESTI EMS Classroom,1911 Emergency Response Dr.,1,30.57850669,-96.34973958
1366,,ESTI Industrial Classrooms A&B,1583 Methner St.,1,30.58345323,-96.3559817
1367,,ESTI EMS Office,1915 Emergency Response Dr.,1,30.57841162,-96.34951556
1368,,ESTI Vendor Store,1561 Methner St,1,30.58352712,-96.35607164
1370,,Emergency Operations TRNG Center,,2,30.57887257,-96.35148597
1375,,ESTI TUNNELING SYSTEM,,,30.57538557,-96.35035794
1376,,ESTI SINGLE FAMILY BUILDING COLLAPSE,,,30.57522673,-96.35072765
1377,,ESTI OFFICE COMPLEX BUILDING COLLAPSE,,,30.57552861,-96.35097325
1379,,ESTI MULTI-PURPOSE BUILDING COLLAPSE,,,30.57491236,-96.35096331
1380,,ESTI Industrial Complex Bldg Collapse,,,30.57520992,-96.35187385
1381,,ESTI Passanger Train (7 Cars),,,30.57558502,-96.34990786
1382,,Rescue/Disaster City Warehouse,,1,30.5760098,-96.35007146
1383,,ESTI Strip Mall Collapse,,,30.57518111,-96.35133284
1384,,ESTI Interior Shoring Project,,,30.57643126,-96.3509858
1385,,ESTI WMD Restroom,,1,30.57792122,-96.34858976
1386,,ESTI Curriculum Office,,1,30.57777478,-96.34884296
1387,,ESTI Leadership/Certification/Evaluation Office,1939 Emergency Response Dr.,1,30.57774191,-96.34907068
1388,,TEEX Emergency Services Lab,,1,30.57882416,-96.35032332
1391,,Pat Barrett Bunker Gear Drying Facility,1648 Dohrn St,1,30.58086175,-96.35567116
1392,,TEEX-ESTI (FTS) Rescue Training Facility,2024 B St,2,30.57440617,-96.35067207
1402,BUZB,Buzbee Leadership Learning Center,682 Military Mall,5,30.6125165,-96.33709187
1403,ASH1,"H. Grady Ash, Jr. '58 Leadership Learning Center",693 Military Mall,4,30.61352615,-96.33560399
1404,PLNK,Plank Leadership Learning Center,622 Military Mall,4,30.61361798,-96.33736555
1405,ASH2,"Ash, II Leadership Learning Center",621 Military Mall,4,30.61402744,-96.33678924
1412,,Civilian Lounge - A2,212 University Dr,1,30.61585002,-96.34541292
1415,CVLNA3,Civilian Lounge - A3,210 University Dr,1,30.61524583,-96.34616568
1416,HLBL,Hullabaloo Residence Hall,306 University Dr,4,30.61614754,-96.34628104
1427,,Civilian Lounge - A1,225 Jones St,1,30.61521981,-96.34489827
1430,,Civilian Lounge - C1,308 University Dr,1,30.61705655,-96.34537356
1440,,Golf Cart Storage Building,837 Bizzell St,1,30.61518724,-96.33167947
1450,,Laundry @ The Gardens,302 Ball St,1,30.62624696,-96.34223659
1451,,The Gardens J,302 Ball St,3,30.62692502,-96.34247658
1452,,The Gardens K,302 Ball St,3,30.62669491,-96.34220142
1453,,The Gardens L,302 Ball St,3,30.62646675,-96.34192524
1454,,The Gardens F,302 Ball St,3,30.62647651,-96.34288001
1455,,The Gardens G,302 Ball St,3,30.6260998,-96.34242676
1456,,The Gardens H,302 Ball St,3,30.62563585,-96.34186928
1457,,The Gardens M,1100 Hensel Dr,3,30.62771098,-96.34195831
1458,,The Gardens N,1100 Hensel Dr,3,30.62797637,-96.34166502
1459,,The Gardens P,1100 Hensel Dr,3,30.62745602,-96.34147797
1460,,The Gardens Q,1100 Hensel Dr,3,30.62732066,-96.34107749
1461,,Activity Building,1100 Hensel Dr,1,30.62706788,-96.34138477
1490,,Cabin At Challenge Course,3630 N Traditions Dr,1,30.61471066,-96.37992831
1491,,Shed At Challenge Course,3634 N Traditions Dr,1,30.61471005,-96.37987518
1492,,Classroom At Challenge Course,3626 N Traditions Dr,1,30.61507741,-96.37968062
1493,,Agronomy Road - T8 PCR,,,30.6167928,-96.35188312
1496,,12.47 KV Switching Station,178 Agronomy Rd,1,30.61604632,-96.35053393
1497,UBO,Utilities & Energy Services Business Office,176 Agronomy Rd,1,30.61580374,-96.35106416
1498,SUP1,Satellite Utility Plant No. 1,350 John Kimbrough Bl,1,30.60821863,-96.34712364
1499,SUP2,Satellite Utility Plant No. 2,401 Turk Rd,1,30.61470984,-96.35364429
1501,KLCT,Kleberg Center,474 Olsen Bl,6,30.61052819,-96.34735188
1502,HPCT,HEEP Center,370 Olsen Bl,7,30.61138833,-96.34805796
1503,CMAT,Cater-Mattil Hall,373 Olsen Bl,2,30.61323118,-96.34817691
1504,REYN,Reynolds Medical Sciences Building,206 Olsen Bl,4,30.6112016,-96.3519733
1505,MSTC,Rosenthal Meat Science & Technology Center,488 Olsen Bl,1,30.60983676,-96.3482958
1506,HFSB,Horticulture/Forest Science Building,495 Horticulture Rd,6,30.60923402,-96.35030196
1507,BICH,Biochemistry/Biophysics Building,300 Olsen Bl,5,30.61072524,-96.34921526
1508,HOBG,Price Hobgood Ag. Engineering Research Lab,375 Olsen Bl,1,30.61348902,-96.34915235
1509,MEDL,Medical Sciences Library,202 Olsen Bl,3,30.61200821,-96.35163804
1510,WCBA,Wehner Building,210 Olsen Bl,5,30.61091174,-96.35039291
1511,WCLF,West Campus Library Facility,214 Olsen Bl,3,30.61157093,-96.35016411
1512,SCIG,Southern Crop Improvement Greenhouse,502 Olsen Bl,1,30.60737715,-96.34995681
1513,SCIC,Borlaug Center for Southern Crop Improvement,498 Olsen Bl,2,30.60809435,-96.3494899
1514,,Parking Toll Booth At PA72,200 Olsen Bl,1,30.61239889,-96.3504477
1516,,Horticulture Field Laboratory,499 HORTICULTURE RD,1,30.60839831,-96.35068346
1517,,Horticulture Cabin,,1,30.52420262,-96.42541808
1518,SPHA,School of Public Health - Admin Bldg,212 Adriance Lab Rd,3,30.60948844,-96.35437442
1519,SPHB,School of Public Health - Lab Bldg,210 Adriance Lab Rd,2,30.60994335,-96.35444242
1520,SPHC,School of Public Health - Classroom Bldg,214 Adriance Lab Rd,1,30.6099709,-96.35388369
1525,NMR,Nuclear Magnetic Resonance Facility,272 Olsen Bl,3,30.61022745,-96.34982657
1530,ILSB,Interdisciplinary Life Sciences Building,301 Old Main Dr,4,30.61429492,-96.34364887
1535,AGLS,Agriculture and Life Sciences Building,600 John Kimbrough Bl,5,30.60549438,-96.35096296
1536,AGSV,AgriLife Services Building,578 John Kimbrough Bl,5,30.60606307,-96.35113825
1537,,Agriculture Public Building,534 John Kimbrough Bl,,30.60643253,-96.35060149
1538,AGCT,The AgriLife Center,556 John Kimbrough Bl,2,30.60606949,-96.35010652
1540,PEAP,Physical Education Activity Program Building,632 Penberthy Rd,2,30.60446323,-96.34939929
1541,PEBC,Physical Education Boot Camp and Archery Annex,762 Penberthy Bl,1,30.60172263,-96.35123665
